"symbol","company_name"
"QRHC","Quest Resource Holding Corporation - Common Stock"
"QRTEA","Qurate Retail, Inc. - Series A Common Stock"
"QRTEB","Qurate Retail, Inc. - Series B Common Stock"
"QRTEP","Qurate Retail, Inc. - 8.0% Fixed Rate Cumulative Redeemable Preferred Stock"
"QRVO","Qorvo, Inc. - Common Stock"
"QS","QuantumScape Corporation Class A Common Stock"
"QSR","Restaurant Brands International Inc. Common Shares"
"QTNT","Quotient Limited - Ordinary Shares"
"QTRX","Quanterix Corporation - Common Stock"
"QTS","QTS Realty Trust, Inc. Class A Common Stock"
"QTT","Qutoutiao Inc. - American Depositary Shares"
"QTWO","Q2 Holdings, Inc. Common Stock"
"QUAD","Quad Graphics, Inc Class A Common Stock"
"QUIK","QuickLogic Corporation - Common Stock"
"QUMU","Qumu Corporation - Common Stock"
"QUOT","Quotient Technology Inc. Common Stock"
"QURE","uniQure N.V. - Ordinary Shares"
"QVCC","QVC, Inc. 6.250% Senior Secured Notes due 2068"
"QVCD","QVC, Inc. 6.375% Senior Secured Notes due 2067"
"R","Ryder System, Inc. Common Stock"
"RA","Brookfield Real Assets Income Fund Inc. Common Stock"
"RAAC","Revolution Acceleration Acquisition Corp - Class A Common Stock"
"RAAS","Cloopen Group Holding Limited American Depositary Shares, each representing two Class A Ordinary Shares"
"RACA","Therapeutics Acquisition Corp. - Class A Common Stock"
"RACB","Research Alliance Corp. II - Class A Common Stock"
"RACE","Ferrari N.V. Common Shares"
"RAD","Rite Aid Corporation Common Stock"
"RADA","RADA Electronic Industries Ltd. - Ordinary Shares"
"RADI","Radius Global Infrastructure, Inc. - Common Stock"
"RAIL","Freightcar America, Inc. - Common Stock"
"RAIN","Rain Therapeutics Inc. - Common Stock"
"RAMP","LiveRamp Holdings, Inc. Common Stock"
"RAND","Rand Capital Corporation - Common Stock"
"RAPT","RAPT Therapeutics, Inc. - Common Stock"
"RARE","Ultragenyx Pharmaceutical Inc. - Common Stock"
"RAVE","Rave Restaurant Group, Inc. - Common Stock"
"RAVN","Raven Industries, Inc. - Common Stock"
"RBA","Ritchie Bros. Auctioneers Incorporated Common Stock"
"RBAC","RedBall Acquisition Corp. Class A Ordinary Shares"
"RBB","RBB Bancorp - Common Stock"
"RBBN","Ribbon Communications Inc.  - Common Stock"
"RBC","Regal Beloit Corporation Common Stock"
"RBCAA","Republic Bancorp, Inc. - Class A Common Stock"
"RBCN","Rubicon Technology, Inc. - Common Stock"
"RBKB","Rhinebeck Bancorp, Inc. - Common Stock"
"RBLX","Roblox Corporation Class A Common Stock"
"RBNC","Reliant Bancorp, Inc. - Common Stock"
"RC","Ready Capital Corproation Common Stock"
"RCA","Ready Capital Corporation 7.00% Convertible Senior Notes due 2023"
"RCAT","Red Cat Holdings, Inc. - Common Stock"
"RCB","Ready Capital Corporation 6.20% Senior Notes due 2026"
"RCC","Ready Capital Corporation 5.75% Senior Notes due 2026"
"RCEL","Avita Therapeutics, Inc. - Common Stock"
"RCG","RENN Fund, Inc Common Stock"
"RCHG","Recharge Acquisition Corp. - Class A Common Stock"
"RCI","Rogers Communication, Inc. Common Stock"
"RCII","Rent-A-Center Inc. - Common Stock"
"RCKT","Rocket Pharmaceuticals, Inc. - Common Stock"
"RCKY","Rocky Brands, Inc. - Common Stock"
"RCL","D/B/A Royal Caribbean Cruises Ltd. Common Stock"
"RCLF","Rosecliff Acquisition Corp I - Class A Common Stock"
"RCLFU","Rosecliff Acquisition Corp I - Units, consisting of one share Class A common stock and one-third redeemable warrants"
"RCM","R1 RCM Inc. - Common Stock"
"RCMT","RCM Technologies, Inc. - Common Stock"
"RCON","Recon Technology, Ltd. - Class A Ordinary Shares"
"RCS","PIMCO Strategic Income Fund, Inc."
"RCUS","Arcus Biosciences, Inc. Common Stock"
"RDCM","Radcom Ltd. - Ordinary Shares"
"RDFN","Redfin Corporation - Common Stock"
"RDHL","Redhill Biopharma Ltd. - American Depositary Shares"
"RDI","Reading International Inc - Class A Non-voting Common Stock"
"RDIB","Reading International Inc - Class B Voting Common Stock"
"RDN","Radian Group Inc. Common Stock"
"RDNT","RadNet, Inc. - Common Stock"
"RDUS","Radius Health, Inc. - Common Stock"
"RDVT","Red Violet, Inc. - Common Stock "
"RDWR","Radware Ltd. - Ordinary Shares"
"RDY","Dr. Reddy's Laboratories Ltd Common Stock"
"RE","Everest Re Group, Ltd. Common Stock"
"REAL","The RealReal, Inc. - Common Stock"
"REDU","RISE Education Cayman Ltd - American Depositary Shares"
"REED","Reeds, Inc. - Common Stock"
"REFR","Research Frontiers Incorporated - Common Stock"
"REG","Regency Centers Corporation - Common Stock"
"REGI","Renewable Energy Group, Inc. - Common Stock"
"REGN","Regeneron Pharmaceuticals, Inc. - Common Stock"
"REI","Ring Energy, Inc. Common Stock"
"REKR","Rekor Systems, Inc. - Common Stock"
"RELI","Reliance Global Group, Inc. - Common Stock"
"RELIW","Reliance Global Group, Inc. - Series A Warrants"
"RELL","Richardson Electronics, Ltd. - Common Stock"
"RELX","RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share)"
"REML","Credit Suisse AG Credit Suisse X-Links Monthly Pay 2xLeveraged Mortgage REIT Exchange Traded Notes (ETNs) due July 11, 2036"
"RENN","Renren Inc. American Depositary Shares, each representing fifteen Class A ordinary shares"
"REPH","Recro Pharma, Inc. - Common Stock"
"REPL","Replimune Group, Inc. - Common Stock"
"REPX","Riley Exploration Permian, Inc. Common Stock"
"RES","RPC, Inc. Common Stock"
"RESN","Resonant Inc. - Common Stock"
"RETA","Reata Pharmaceuticals, Inc. - Class A Common Stock"
"RETO","ReTo Eco-Solutions, Inc. - Common Shares"
"REV","Revlon, Inc. New Common Stock"
"REVG","REV Group, Inc. Common Stock"
"REVH","Revolution Healthcare Acquisition Corp. - Class A Common Stock"
"REVHU","Revolution Healthcare Acquisition Corp. - SAIL Units"
"REVHW","Revolution Healthcare Acquisition Corp. - Warrant."
"REX","REX American Resources Corporation"
"REXR","Rexford Industrial Realty, Inc. Common Stock"
"REYN","Reynolds Consumer Products Inc. - Common Stock"
"REZI","Resideo Technologies, Inc. Common Stock "
"RF","Regions Financial Corporation Common Stock"
"RFI","Cohen & Steers Total Return Realty Fund, Inc. Common Stock"
"RFIL","RF Industries, Ltd. - Common Stock"
"RFL","Rafael Holdings, Inc. Class B Common Stock"
"RFM","RiverNorth Flexible Municipal Income Fund, Inc. Common Stock"
"RFMZ","RiverNorth Flexible Municipal Income Fund II, Inc. Common Stock"
"RFP","Resolute Forest Products Inc. Common Stock"
"RGA","Reinsurance Group of America, Incorporated Common Stock"
"RGCO","RGC Resources Inc. - Common Stock"
"RGEN","Repligen Corporation - Common Stock"
"RGLD","Royal Gold, Inc. - Common Stock"
"RGLS","Regulus Therapeutics Inc. - Common Stock"
"RGNX","REGENXBIO Inc. - Common Stock"
"RGP","Resources Connection, Inc. - Common Stock"
"RGR","Sturm, Ruger & Company, Inc. Common Stock"
"RGS","Regis Corporation Common Stock"
"RGT","Royce Global Value Trust, Inc. Common Stock"
"RH","RH Common Stock"
"RHE","Regional Health Properties, Inc. Common Stock"
"RHI","Robert Half International Inc. Common Stock"
"RHP","Ryman Hospitality Properties, Inc. (REIT)"
"RIBT","RiceBran Technologies - Common Stock"
"RICE","Rice Acquisition Corp. Class A Common Stock"
"RICK","RCI Hospitality Holdings, Inc. - Common Stock"
"RIDE","Lordstown Motors Corp. - Class A Common Stock"
"RIG","Transocean Ltd (Switzerland) Common Stock"
"RIGL","Rigel Pharmaceuticals, Inc. - Common Stock"
"RILY","B. Riley Financial, Inc. - Common Stock"
"RILYG","B. Riley Financial, Inc. - 7.25% Senior Notes due 2027"
"RILYH","B. Riley Financial, Inc. - 7.375% Senior Notes Due 2023"
"RILYI","B. Riley Financial, Inc. - 6.875% Senior Notes due 2023"
"RILYK","B. Riley Financial, Inc. - 5.50% Senior Notes Due 2026"
"RILYL","B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series B Cumulative Perpetual Preferred Stock"
"RILYM","B. Riley Financial, Inc. - 6.375% Senior Notes due 2025"
"RILYN","B. Riley Financial, Inc. - 6.50% Senior Notes Due 2026"
"RILYO","B. Riley Financial, Inc. - 6.75% Senior Notes due 2024"
"RILYP","B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock"
"RILYT","B. Riley Financial, Inc. - 6.00% Senior Notes Due 2028"
"RIO","Rio Tinto Plc Common Stock"
"RIOT","Riot Blockchain, Inc - Common Stock"
"RIV","RiverNorth Opportunities Fund, Inc. Common Stock"
"RIVE","Riverview Financial Corporation - Common Stock"
"RJA","AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Agriculture Total Return Structured Product"
"RJF","Raymond James Financial, Inc. Common Stock"
"RJI","AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Total Return Structured Product"
"RJN","AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Energy Total Return Structured Product"
"RJZ","AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Metals Total Return Structured Product"
"RKDA","Arcadia Biosciences, Inc. - Common Stock"
"RKT","Rocket Companies, Inc. Class A Common Stock"
"RL","Ralph Lauren Corporation Common Stock"
"RLAY","Relay Therapeutics, Inc. - Common Stock"
"RLGT","Radiant Logistics, Inc. Common Stock"
"RLGY","Realogy Holdings Corp. Common Stock"
"RLI","RLI Corp. Common Stock (DE)"
"RLJ","RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value"
"RLMD","Relmada Therapeutics, Inc. - Common Stock"
"RLX","RLX Technology Inc. American Depositary Shares, each representing the right to receive one (1) Class A ordinary share"
"RM","Regional Management Corp. Common Stock"
"RMAX","RE/MAX Holdings, Inc. Class A Common Stock"
"RMBI","Richmond Mutual Bancorporation, Inc. - Common Stock"
"RMBL","RumbleOn, Inc. - Class B Common Stock"
"RMBS","Rambus, Inc. - Common Stock"
"RMCF","Rocky Mountain Chocolate Factory, Inc. - Common Stock"
"RMD","ResMed Inc. Common Stock"
"RMED","Ra Medical Systems, Inc. Common Stock"
"RMGB","RMG Acquisition Corp. II - Class A Ordinary Shares"
"RMGC","RMG Acquisition Corp. III - Class A Ordinary Shares"
"RMI","RiverNorth Opportunistic Municipal Income Fund, Inc. Common Stock"
"RMM","RiverNorth Managed Duration Municipal Income Fund, Inc. Common Stock"
"RMNI","Rimini Street, Inc. - Common Stock"
"RMO","Romeo Power, Inc. Class A Common Stock"
"RMR","The RMR Group Inc. - Class A Common Stock"
"RMRM","RMR Mortgage Trust - Common Stock"
"RMT","Royce Micro-Cap Trust, Inc. Common Stock"
"RMTI","Rockwell Medical, Inc. - Common Stock"
"RNA","Avidity Biosciences, Inc. - Common Stock"
"RNDB","Randolph Bancorp, Inc. - Common Stock"
"RNG","RingCentral, Inc. Class A Common Stock"
"RNGR","Ranger Energy Services, Inc. Class A Common Stock"
"RNLX","Renalytix AI plc - American Depositary Shares"
"RNP","Cohen & Steers REIT and Preferred and Income Fund, Inc. Common Shares"
"RNR","RenaissanceRe Holdings Ltd. Common Stock"
"RNST","Renasant Corporation - Common Stock"
"RNWK","RealNetworks, Inc. - Common Stock"
"ROAD","Construction Partners, Inc. - Common Stock"
"ROCC","Roth CH Acquisition II Co. - Common Stock"
"ROCK","Gibraltar Industries, Inc. - Common Stock"
"ROCR","Roth CH Acquisition III Co. - Common stock"
"RODI","iPath Return on Disability ETN"
"ROG","Rogers Corporation Common Stock"
"ROIC","Retail Opportunity Investments Corp. - Common Stock"
"ROK","Rockwell Automation, Inc. Common Stock"
"ROKU","Roku, Inc. - Class A Common Stock"
"ROL","Rollins, Inc. Common Stock"
"ROLL","RBC Bearings Incorporated - Common Stock"
"ROOT","Root, Inc. - common stock"
"ROP","Roper Technologies, Inc. Common Stock"
"ROSS","Ross Acquisition Corp II Class A Ordinary Shares"
"ROST","Ross Stores, Inc. - Common Stock"
"ROT","Rotor Acquisition Corp. Class A Common Stock"
"RPAI","Retail Properties of America, Inc. Class A Common Stock"
"RPAY","Repay Holdings Corporation - Class A Common Stock"
"RPD","Rapid7, Inc. - Common Stock"
"RPHM","Reneo Pharmaceuticals, Inc. - Common Stock"
"RPM","RPM International Inc. Common Stock"
"RPRX","Royalty Pharma plc - Class A Ordinary Shares"
"RPT","RPT Realty Common Stock"
"RPTX","Repare Therapeutics Inc. - Common Shares"
"RQI","Cohen & Steers Quality Income Realty Fund Inc Common Shares"
"RRBI","Red River Bancshares, Inc. - Common Stock"
"RRC","Range Resources Corporation Common Stock"
"RRD","R.R. Donnelley & Sons Company Common Stock"
"RRGB","Red Robin Gourmet Burgers, Inc. - Common Stock"
"RRR","Red Rock Resorts, Inc. - Class A Common Stock"
"RS","Reliance Steel & Aluminum Co. Common Stock (DE)"
"RSF","RiverNorth Specialty Finance Corporation"
"RSG","Republic Services, Inc. Common Stock"
"RSI","Rush Street Interactive, Inc. Class A Common Stock"
"RSSS","Research Solutions, Inc - Common Stock"
"RSVA","Rodgers Silicon Valley Acquisition Corp. - Common Stock"
"RTLR","Rattler Midstream LP - Common Units Representing Limited Partnership Interests"
"RTP","Reinvent Technology Partners Class A Ordinary Shares"
"RTPY","Reinvent Technology Partners Y - Class A Ordinary Shares"
"RTPZ","Reinvent Technology Partners Z Class A Ordinary Shares"
"RTX","Raytheon Technologies Corporation Common Stock"
"RUBY","Rubius Therapeutics, Inc. - Common Stock"
"RUN","Sunrun Inc. - Common Stock"
"RUSHA","Rush Enterprises, Inc. - Class A Common Stock"
"RUSHB","Rush Enterprises, Inc. - Class B Common Stock"
"RUTH","Ruth's Hospitality Group, Inc. - Common Stock"
"RVI","Retail Value Inc. Common Stock "
"RVLV","Revolve Group, Inc. Class A Common Stock"
"RVMD","Revolution Medicines, Inc. - Common Stock"
"RVNC","Revance Therapeutics, Inc. - Common Stock"
"RVP","Retractable Technologies, Inc. Common Stock"
"RVPH","Reviva Pharmaceuticals Holdings, Inc. - Common Stock"
"RVSB","Riverview Bancorp Inc - Common Stock"
"RVT","Royce Value Trust, Inc. Common Stock"
"RWLK","ReWalk Robotics Ltd. - Ordinary Shares"
"RWT","Redwood Trust, Inc. Common Stock"
"RXDX","Prometheus Biosciences, Inc. - Common Stock"
"RXN","Rexnord Corporation Common Stock"
"RXRA","RXR Acquisition Corp. - Class A Common Stock"
"RXRAU","RXR Acquisition Corp. - Unit consisting of 1 share Class A common and 1/5th redeemable warrant"
"RXRAW","RXR Acquisition Corp. - Warrants to purchase Class A common stock"
"RXRX","Recursion Pharmaceuticals, Inc. - Class A Common Stock"
"RXT","Rackspace Technology, Inc. - Common Stock"
"RY","Royal Bank Of Canada Common Stock"
"RYAAY","Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares"
"RYAM","Rayonier Advanced Materials Inc. Common Stock"
"RYB","RYB Education, Inc. American depositary shares, each representing one Class A ordinary share"
"RYI","Ryerson Holding Corporation Common Stock"
"RYN","Rayonier Inc. REIT Common Stock"
"RYTM","Rhythm Pharmaceuticals, Inc. - Common Stock"
"RZA","Reinsurance Group of America, Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042"
"RZB","Reinsurance Group of America, Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056"
"RZLT","Rezolute, Inc. - Common Stock"
"SA","Seabridge Gold, Inc. Ordinary Shares (Canada)"
"SABR","Sabre Corporation - Common Stock"
"SABRP","Sabre Corporation - 6.50% Series A Mandatory Convertible Preferred Stock"
"SACC","Sachem Capital Corp. 6.875% Notes due 2024"
"SACH","Sachem Capital Corp. Common Shares"
"SAF","Saratoga Investment Corp 6.25% Notes due 2023"
"SAFE","Safehold Inc. Common Stock"
"SAFM","Sanderson Farms, Inc. - Common Stock"
"SAFT","Safety Insurance Group, Inc. - Common Stock"
"SAGE","Sage Therapeutics, Inc. - Common Stock"
"SAH","Sonic Automotive, Inc. Common Stock"
"SAIA","Saia, Inc. - Common Stock"
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock"
"SAII","Software Acquisition Group Inc. II - Class A Common Stock"
"SAIL","SailPoint Technologies Holdings, Inc. Common Stock"
"SAK","Saratoga Investment Corp 7.25% Notes due 2025"
"SAL","Salisbury Bancorp, Inc. - Common Stock"
"SALM","Salem Media Group, Inc. - Class A Common Stock"
"SAM","Boston Beer Company, Inc. (The) Common Stock"
"SAMG","Silvercrest Asset Management Group Inc. - Common Stock"
"SAN","Banco Santander, S.A. Sponsored ADR (Spain)"
"SANA","Sana Biotechnology, Inc. - Common Stock"
"SAND","Sandstorm Gold Ltd. Ordinary Shares (Canada)"
"SANM","Sanmina Corporation - Common Stock"
"SANW","S&W Seed Company - Common Stock"
"SAP","SAP  SE ADS"
"SAR","Saratoga Investment Corp New"
"SASR","Sandy Spring Bancorp, Inc. - Common Stock"
"SATS","EchoStar Corporation - Common stock"
"SAVA","Cassava Sciences, Inc. - Common Stock"
"SAVE","Spirit Airlines, Inc. Common Stock"
"SB","Safe Bulkers, Inc Common Stock ($0.001 par value)"
"SBAC","SBA Communications Corporation - Class A Common Stock"
"SBBA","Scorpio Tankers Inc. 7.00% Senior Notes due 2025"
"SBBP","Strongbridge Biopharma plc - Ordinary Shares"
"SBCF","Seacoast Banking Corporation of Florida - Common Stock"
"SBEA","SilverBox Engaged Merger Corp I - Class A Common Stock"
"SBFG","SB Financial Group, Inc. - Common Stock"
"SBG","Sandbridge Acquisition Corporation Class A Common Stock"
"SBGI","Sinclair Broadcast Group, Inc. - Class A Common Stock"
"SBH","Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock"
"SBI","Western Asset Intermediate Muni Fund Inc Common Stock"
"SBII","Sandbridge X2 Corp. Class A Common Stock"
"SBLK","Star Bulk Carriers Corp. - Common Shares"
"SBLKZ","Star Bulk Carriers Corp. - 8.30% Senior Notes due 2022"
"SBNY","Signature Bank - Common Stock"
"SBNYP","Signature Bank - Depositary shares, each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock"
"SBOW","SilverBow Resorces, Inc. Common Stock"
"SBR","Sabine Royalty Trust Common Stock"
"SBRA","Sabra Health Care REIT, Inc. - Common Stock"
"SBS","Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares)"
"SBSI","Southside Bancshares, Inc. - Common Stock"
"SBSW","D/B/A Sibanye-Stillwater Limited ADS"
"SBT","Sterling Bancorp, Inc. - Common Stock"
"SBTX","Silverback Therapeutics, Inc. - Common Stock"
"SBUX","Starbucks Corporation - Common Stock"
"SC","Santander Consumer USA Holdings Inc. Common Stock"
"SCAQ","Stratim Cloud Acquisition Corp. - Class A Common Stock"
"SCCB","Sachem Capital Corp. 7.125% Notes due 2024"
"SCCC","Sachem Capital Corp. 7.75% Notes due 2025"
"SCCO","Southern Copper Corporation Common Stock"
"SCD","LMP Capital and Income Fund Inc. Common Stock"
"SCHL","Scholastic Corporation - Common Stock"
"SCHN","Schnitzer Steel Industries, Inc. - Class A Common Stock"
"SCHW","Charles Schwab Corporation (The) Common Stock"
"SCI","Service Corporation International Common Stock"
"SCKT","Socket Mobile, Inc. - Common Stock"
"SCL","Stepan Company Common Stock"
"SCLE","Broadscale Acquisition Corp. - Class A common stock"
"SCM","Stellus Capital Investment Corporation Common Stock"
"SCOA","ScION Tech Growth I - Class A Ordinary Shares"
"SCOB","ScION Tech Growth II - Class A Ordinary Shares"
"SCOR","comScore, Inc. - Common Stock"
"SCPE","SC Health Corporation Class A Ordinary Shares"
"SCPH","scPharmaceuticals Inc. - Common Stock"
"SCPL","SciPlay Corporation - Class A Common Stock"
"SCPS","Scopus BioPharma Inc. - Common Stock"
"SCR","Score Media and Gaming Inc. - Subordinate Voting Shares"
"SCS","Steelcase Inc. Common Stock"
"SCSC","ScanSource, Inc. - Common Stock"
"SCU","Sculptor Capital Management, Inc. Class A Common Stock"
"SCVL","Shoe Carnival, Inc. - Common Stock"
"SCVX","SCVX Corp. Class A Ordinary Shares"
"SCWX","SecureWorks Corp. - Class A Common Stock"
"SCX","L.S. Starrett Company (The) Common Stock"
"SCYX","SCYNEXIS, Inc. - Common Stock"
"SD","SandRidge Energy, Inc. Common Stock"
"SDAC","Sustainable Development Acquisition I Corp. - Class A Common Stock"
"SDC","SmileDirectClub, Inc. - Common Stock"
"SDGR","Schrodinger, Inc. - Common Stock"
"SDH","Global Internet of People, Inc. - Ordinary Shares"
"SDHY","PGIM Short Duration High Yield Opportunities Fund Common Shares"
"SDPI","Superior Drilling Products, Inc. Common Stock"
"SE","Sea Limited American Depositary Shares, each representing one Class A Ordinary Share"
"SEAC","SeaChange International, Inc. - Common Stock"
"SEAH","Sports Entertainment Acquisition Corp. Class A Common Stock"
"SEAS","SeaWorld Entertainment, Inc. Common Stock"
"SEB","Seaboard Corporation Common Stock"
"SECO","Secoo Holding Limited - American Depositary Shares"
"SEDG","SolarEdge Technologies, Inc. - Common Stock"
"SEE","Sealed Air Corporation Common Stock"
"SEED","Origin Agritech Limited - Common Stock"
"SEEL","Seelos Therapeutics, Inc. - Common Stock"
"SEER","Seer, Inc. - Class A Common Stock"
"SEIC","SEI Investments Company - Common Stock"
"SELB","Selecta Biosciences, Inc. - Common Stock"
"SELF","Global Self Storage, Inc. - Common Stock"
"SEM","Select Medical Holdings Corporation Common Stock"
"SEMR","SEMrush Holdings, Inc. Class A Common Stock"
"SENEA","Seneca Foods Corp. - Class A Common Stock"
"SENEB","Seneca Foods Corp. - Class B Common Stock"
"SENS","Senseonics Holdings, Inc. Common Stock"
"SESN","Sesen Bio, Inc. - Common Stock"
"SF","Stifel Financial Corporation Common Stock"
"SFB","Stifel Financial Corporation 5.20% Senior Notes due 2047"
"SFBC","Sound Financial Bancorp, Inc. - Common Stock"
"SFBS","ServisFirst Bancshares, Inc. - Common Stock"
"SFE","Safeguard Scientifics, Inc. New Common Stock"
"SFET","Safe-T Group Ltd. - American Depositary Shares"
"SFIX","Stitch Fix, Inc. - Class A Common Stock"
"SFL","SFL Corporation Ltd"
"SFM","Sprouts Farmers Market, Inc. - Common Stock"
"SFNC","Simmons First National Corporation - Common Stock"
"SFST","Southern First Bancshares, Inc. - Common Stock"
"SFT","Shift Technologies, Inc. - Class A Common Stock"
"SFTW","Osprey Technology Acquisition Corp. Class A Common Stock"
"SFUN","Fang Holdings Limited American Depositary Shares (Each representing Four Class A Ordinary Shares, HK$1.00 par value)"
"SGA","Saga Communications, Inc. - Class A Common Stock"
"SGAM","Seaport Global Acquisition Corp. - Class A Common Stock"
"SGBX","SG Blocks, Inc. - Common Stock"
"SGC","Superior Group of Companies, Inc. - Common Stock"
"SGEN","Seagen Inc.  - Common Stock"
"SGFY","Signify Health, Inc. Class A Common Stock"
"SGG","iPathA Series B Bloomberg Sugar Subindex Total Return ETN"
"SGH","SMART Global Holdings, Inc. - Ordinary Shares"
"SGLB","Sigma Labs, Inc. - Common Stock"
"SGMA","SigmaTron International, Inc. - Common Stock"
"SGMO","Sangamo Therapeutics, Inc. - Common Stock"
"SGMS","Scientific Games Corp - Common Stock"
"SGOC","SGOCO Group, Ltd - Ordinary Shares (Cayman Islands)"
"SGRP","SPAR Group, Inc. - Common Stock"
"SGRY","Surgery Partners, Inc. - Common Stock"
"SGTX","Sigilon Therapeutics, Inc. - Common Stock"
"SGU","Star Group L.P. Common Stock"
"SHAC","SCP & CO Healthcare Acquisition Company - Class A Common Stock"
"SHAK","Shake Shack, Inc. Class A Common Stock"
"SHBI","Shore Bancshares Inc - Common Stock"
"SHC","Sotera Health Company - Common Stock"
"SHEN","Shenandoah Telecommunications Co - Common Stock"
"SHG","Shinhan Financial Group Co Ltd American Depositary Shares"
"SHI","SINOPEC Shangai Petrochemical Company, Ltd. Common Stock"
"SHIP","Seanergy Maritime Holdings Corp - Common Stock"
"SHIPW","Seanergy Maritime Holdings Corp - Class A Warrants"
"SHIPZ","Seanergy Maritime Holdings Corp - Class B Warrant"
"SHLS","Shoals Technologies Group, Inc. - Class A Common Stock"
"SHLX","Shell Midstream Partners, L.P. Common Units representing Limited Partner Interests"
"SHO","Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares"
"SHOO","Steven Madden, Ltd. - Common Stock"
"SHOP","Shopify Inc. Class A Subordinate Voting Shares"
"SHSP","SharpSpring, Inc. - Common Stock"
"SHW","Sherwin-Williams Company (The) Common Stock"
"SHYF","The Shyft Group, Inc. - Common Stock"
"SI","Silvergate Capital Corporation Class A Common Stock"
"SIBN","SI-BONE, Inc. - Common Stock"
"SIC","Select Interior Concepts, Inc. - Class A Common Stock"
"SID","Companhia Siderurgica Nacional S.A. Common Stock"
"SIEB","Siebert Financial Corp. - Common Stock"
"SIEN","Sientra, Inc. - Common Stock"
"SIF","SIFCO Industries, Inc. Common Stock"
"SIFY","Sify Technologies Limited - American Depository Shares, each represented by one Equity Share"
"SIG","Signet Jewelers Limited Common Shares"
"SIGA","SIGA Technologies Inc. - Common Stock"
"SIGI","Selective Insurance Group, Inc. - Common Stock"
"SIGIP","Selective Insurance Group, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B"
"SII","Sprott Inc. Common Shares"
"SILC","Silicom Ltd - Ordinary Shares"
"SILK","Silk Road Medical, Inc. - Common Stock"
"SILV","SilverCrest Metals Inc. Common Shares"
"SIM","Grupo Simec, S.A.B. de C.V. American Depositary Shares"
"SIMO","Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares"
"SINO","Sino-Global Shipping America, Ltd. - Common Stock"
"SINT","SiNtx Technologies, Inc. - Common Stock"
"SIOX","Sio Gene Therapies Inc. - Common Stock"
"SIRI","Sirius XM Holdings Inc. - Common Stock"
"SITC","SITE Centers Corp. Common Stock"
"SITE","SiteOne Landscape Supply, Inc. Common Stock"
"SITM","SiTime Corporation - Common Stock"
"SIVB","SVB Financial Group - Common Stock"
"SIVBP","SVB Financial Group - Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A"
"SIX","Six Flags Entertainment Corporation New Common Stock"
"SJ","Scienjoy Holding Corporation - Ordinary Shares"
"SJI","South Jersey Industries, Inc. Common Stock"
"SJIJ","South Jersey Industries, Inc. 5.625% Junior Subordinated Notes due 2079"
"SJIV","South Jersey Industries, Inc. Corporate Units"
"SJM","J.M. Smucker Company (The) New Common Stock"
"SJR","Shaw Communications Inc. Common Stock"
"SJT","San Juan Basin Royalty Trust Common Stock"
"SJW","SJW Group Common Stock (DE)"
"SKIN","The Beauty Health Company - Class A Common Stock"
"SKINW","The Beauty Health Company - Warrant expiring 5/4/2026"
"SKLZ","Skillz Inc. Class A Common Stock"
"SKM","SK Telecom Co., Ltd. Common Stock"
"SKT","Tanger Factory Outlet Centers, Inc. Common Stock"
"SKX","Skechers U.S.A., Inc. Common Stock"
"SKY","Skyline Champion Corporation Common Stock"
"SKYT","SkyWater Technology, Inc. - Common Stock"
"SKYW","SkyWest, Inc. - Common Stock"
"SLAB","Silicon Laboratories, Inc. - Common Stock"
"SLAC","Social Leverage Acquisition Corp I Class A Common Stock"
"SLAM","Slam Corp. - Class A Ordinary Share"
"SLAMW","Slam Corp. - warrant"
"SLB","Schlumberger N.V. Common Stock"
"SLCA","U.S. Silica Holdings, Inc. Common Stock"
"SLCR","Silver Crest Acquisition Corporation - Class A Ordinary Share"
"SLCT","Select Bancorp, Inc. - Common Stock"
